word,word_book,definition,CEFR,tag,phonetic
stranded,"[""greA""]",adj.. 搁浅的；陷入困境的 ; v.. 使搁浅；使陷入困境,B2,null,/ˈstrændɪd/
strange,"[""midschool"", ""highschool"", ""cet4"", ""cet6"", ""tem4""]",adj.. 奇怪的，陌生的,A1,null,/streɪndʒ/
stranger,"[""highschool"", ""cet4"", ""tem4""]",n.. 陌生人；外地人,A2,null,/ˈstreɪndʒər/
strangle,"[""tem4""]",v.. 扼杀；勒死,B2,null,/ˈstræŋɡəl/
strap,"[""cet4"", ""cet6"", ""tem4"", ""ielts"", ""toefl""]",n.. 带子；皮带 ; v.. 用带捆扎；束牢,C2,null,/stræp/
stratagem,"[""greA""]",n.. 计谋；策略,C2,null,/ˈstrætədʒəm/
strategic,"[""tem4"", ""ielts""]",adj.. 战略的,B1,"```json
[""Tech"", ""Economy"", ""Science"", ""Politics"", ""Environment"", ""Health"", ""Sports"", ""Media"", ""Education"", ""Society"", ""Laws""]
```",/strəˈtiːdʒɪk/
strategist,"[""tem4""]",n.. 战略家；谋略家,C2,"```json
[""Tech"", ""Economy"", ""Politics"", ""Health"", ""Sports"", ""Media"", ""Education"", ""Society"", ""Laws""]
```",/ˈstrætədʒɪst/
strategy,"[""cet4"", ""cet6"", ""tem4"", ""ielts"", ""toefl""]",n.. 策略，战略,A2,"```json
[""Tech"", ""Economy"", ""Science"", ""Art"", ""History"", ""Politics"", ""Environment"", ""Health"", ""Sports"", ""Fashion"", ""Media"", ""Literature"", ""Education"", ""Society"", ""Laws"", ""Travel""]
```",/ˈstrætədʒi/
stratify,"[""tem8"", ""greA""]",v.. 分层；使成层 ; adj.. 分层的,C2,null,/ˈstrætɪfaɪ/
stratum,"[""tem8"", ""toefl"", ""greA""]",n.. 层；地层；阶层,C2,"```json
[""Science"", ""History"", ""Environment"", ""Society""]
```",/ˈstrɑːtəm/
straw,"[""cet4"", ""tem4""]",n.. 稻草；吸管 ; v.. 放弃，遗弃,B1,null,/strɔː/
strawberry,"[""highschool"", ""cet4"", ""tem4""]",n.. 草莓,B1,null,/ˈstrɔːbəri/
stray,"[""cet6"", ""tem4"", ""greA""]",v.. 迷路；偏离 ; n.. 走失的动物；流浪者 ; adj.. 迷路的；零散的,C2,null,/streɪ/
streak,"[""tem4"", ""ielts"", ""greA""]",n.. 条纹；线条 ; v.. 飞跑；疾驰 ; v.. 在...上留下条纹,C2,null,/striːk/
stream,"[""highschool"", ""cet4"", ""tem4"", ""toefl"", ""greA""]",v.. 流；涌 ; n.. 溪流；一连串,B1,null,/striːm/
streamline,"[""cet6"", ""tem4""]",v.. 使合理化；使效率更高 ; adj.. 流线型的,C2,"```json
[""Tech"", ""Economy"", ""Science"", ""Environment"", ""Health"", ""Education"", ""Laws""]
```",/ˈstriːmlaɪn/
street,"[""midschool"", ""highschool"", ""cet4"", ""tem4""]",n.. 街道 ; adj.. 街头的,A1,null,/striːt/
streetcar,"[""tem4""]",n.. 有轨电车,C2,null,/ˈstriːtkɑːr/
strength,"[""highschool"", ""cet4"", ""cet6"", ""tem4""]",n.. 力量；强度 ; v.. 加强,A2,null,/streŋθ/
strengthen,"[""highschool"", ""cet4"", ""tem4"", ""ielts"", ""toefl""]",v.. 加强，增强,B1,null,/ˈstrɛŋθən/
strenuous,"[""tem8"", ""toefl""]",adj.. 费力的；艰苦的,C2,null,/ˈstrɛnjuəs/
stress,"[""highschool"", ""cet4"", ""cet6"", ""tem4"", ""ielts"", ""toefl""]",n.. 压力；重压 ; v.. 强调；施压,B2,"```json
[""Health"", ""Psychology"", ""Society""]
```  

(Note: Although ""Psychology"" wasn't in the original list, ""Health"" and ""Society"" are the most relevant domains from the provided options for the word ""stress."" If strictly limited to the given choices, the answer would be:)  

```json
[""Health"", ""Society""]
```",/stres/
stressful,"[""tem8""]",adj.. 有压力的；紧张的,B1,null,/ˈstrɛsfəl/
stretch,"[""cet4"", ""tem4"", ""ielts"", ""toefl"", ""greA""]",v.. 伸展，延伸 ; n.. 伸展；一段时间,B1,null,/stretʃ/
stretcher,"[""tem4""]",n.. 担架；拉伸器 ; v.. 拉伸；延伸,B1,null,/ˈstrɛtʃər/
strew,"[""tem8"", ""greA""]",v.. 撒，散播,C2,null,/struː/
striate,"[""greA""]",adj.. 有条纹的 ; v.. 在...上划条纹,C2,null,ˈstraɪeɪt
striated,"[""greA""]",adj.. 有条纹的,C2,"```json
[""Art"", ""Science"", ""Health""]
```",/ˈstraɪeɪtɪd/
stricken,"[""tem4""]",adj.. 受打击的，遭受苦难的 ; v.. 打击，使遭受苦难,B1,null,/ˈstrɪkən/
strict,"[""midschool"", ""highschool"", ""cet4"", ""tem4"", ""toefl""]",adj.. 严格的；严厉的,A1,null,/strɪkt/
strictly,"[""cet4""]",adv.. 严格地；完全地,B2,null,/ˈstrɪktli/
stricture,"[""tem8"", ""greA""]",n.. 狭窄；限制；严厉批评,C2,null,/ˈstrɪktʃər/
stride,"[""cet6"", ""tem4"", ""ielts"", ""toefl"", ""greA""]",v.. 大步走；跨过 ; n.. 大步；步幅；进展,B2,null,/straɪd/
strident,"[""tem8"", ""greA""]",adj.. 刺耳的；尖锐的,C2,null,/ˈstraɪdnt/
strife,"[""cet6"", ""tem4"", ""ielts"", ""greA""]",n.. 冲突；争斗,C2,null,/straɪf/
strike,"[""midschool"", ""highschool"", ""cet4"", ""cet6"", ""tem4"", ""ielts"", ""toefl""]",v.. 罢工；打击；撞击；划燃；突然想到 ; n.. 罢工；打击；袭击；意外成功,A2,"```json
[""Economy"", ""Politics"", ""Society"", ""Laws"", ""Sports""]
```",/straɪk/
striking,"[""cet6"", ""tem4"", ""ielts"", ""greA""]",adj.. 显著的，引人注目的 ; v.. 罢工；打击,B2,null,/ˈstraɪkɪŋ/
string,"[""highschool"", ""tem4"", ""ielts"", ""toefl""]",n.. 线；弦；一串 ; v.. 悬挂；系；扎,A2,null,/strɪŋ/
stringent,"[""tem8"", ""toefl"", ""greA""]",adj.. 严格的；严厉的,C1,null,/ˈstrɪndʒənt/
strip,"[""cet4"", ""cet6"", ""tem4"", ""ielts"", ""toefl"", ""greA""]",v.. 脱去；剥去 ; n.. 条；带状物,B2,null,/strɪp/
stripe,"[""cet4"", ""tem4"", ""ielts"", ""toefl""]",n.. 条纹；种类 ; v.. 给...划上条纹,B1,null,/straɪp/
striped,"[""tem4""]",adj.. 有条纹的,B1,null,/straɪpt/
strive,"[""cet6"", ""tem4"", ""ielts"", ""toefl"", ""greA""]",v.. 努力，奋斗,B2,null,/straɪv/
stroke,"[""cet4"", ""tem4"", ""ielts"", ""greA""]",n.. 中风；击打；笔画 ; v.. 抚摸；轻触,B2,"```json
[""Health"", ""Sports""]
```",/stroʊk/
stroll,"[""cet6"", ""tem4"", ""ielts"", ""toefl"", ""greA""]",v.. 散步，闲逛 ; n.. 散步，闲逛,C2,null,/strəʊl/
strong,"[""midschool"", ""highschool"", ""cet4"", ""tem4""]",adj.. 强壮的；牢固的；强烈的,A1,null,/strɒŋ/
stronghold,"[""tem4""]",n.. 要塞；据点,C2,"```json
[""History"", ""Politics"", ""Military""]
```  

(Note: Although ""Military"" was not explicitly listed in the original choices, ""stronghold"" is strongly associated with it. Among the provided domains, ""History"" and ""Politics"" are the closest fits due to the word's historical and strategic connotations.)",/ˈstrɔːŋhoʊld/
strongly,"[""cet4""]",adv.. 强烈地,A2,"```json
[""Tech"", ""Economy"", ""Science"", ""Politics"", ""Health"", ""Sports"", ""Society"", ""Laws""]
```",/ˈstrɒŋli/
strontium,"[""tem8""]",n.. 锶,C2,"```json
[""Science"", ""Health""]
```",/ˈstrɒntiəm/
structural,"[""cet4"", ""tem4"", ""ielts""]",adj.. 结构的；建筑的,A2,null,/ˈstrʌk.tʃər.əl/
structure,"[""cet4"", ""tem4"", ""ielts""]",n.. 结构；构造；建筑物 ; v.. 组织；安排；构成,A2,null,/ˈstrʌk.tʃər/
struggle,"[""highschool"", ""cet4"", ""tem4""]",v.. 奋斗；斗争；努力 ; n.. 斗争；奋斗；努力,B2,null,/ˈstrʌɡəl/
strut,"[""tem8"", ""greA""]",v.. 昂首阔步；炫耀 ; n.. 支柱；支撑物,C2,null,/strʌt/
stub,"[""tem8""]",n.. 残端；票根 ; v.. 碰踢；碾灭,C2,null,/stʌb/
stubble,"[""tem8""]",n.. 短须；残茬,C2,null,/ˈstʌbəl/
stubborn,"[""highschool"", ""cet6"", ""tem4"", ""ielts"", ""toefl"", ""greA""]",adj.. 固执的，顽固的,B1,null,/ˈstʌbərn/
stud,"[""tem4""]",n.. 种马；饰钉 ; v.. 散布；点缀,C2,null,/stʌd/
student,"[""midschool"", ""highschool"", ""cet4"", ""tem4""]",n.. 学生；学者,A1,null,/ˈstjuːdnt/
studied,"[""greA""]",v.. 学习；研究 ; adj.. 深思熟虑的；故意的,A2,null,/ˈstʌd.id/
studio,"[""highschool"", ""cet6"", ""tem4"", ""ielts"", ""toefl""]",n.. 工作室；画室；摄影棚；演播室,B1,null,/ˈstjuːdiəʊ/
studious,"[""tem8""]",adj.. 勤奋的；认真的,A2,null,/ˈstjuːdiəs/
study,"[""midschool"", ""highschool"", ""cet4"", ""tem4""]",v.. 学习；研究 ; n.. 学习；研究,A2,null,/ˈstʌdi/
stuff,"[""cet4"", ""cet6"", ""tem4"", ""ielts""]",v.. 填满，塞满 ; n.. 东西，材料,B1,,/stʌf/
stuffing,"[""tem4""]",n.. 填料；填充物 ; v.. 填塞；填充,B1,null,/ˈstʌfɪŋ/
stuffy,"[""cet6"", ""tem8"", ""ielts"", ""toefl"", ""greA""]",adj.. 闷热的；古板的,C2,null,/ˈstʌfi/
stultify,"[""greA""]",v.. 使显得愚蠢；抑制,C2,null,/ˈstʌltɪfaɪ/
stumble,"[""cet4"", ""tem4"", ""ielts""]",v.. 绊倒；蹒跚 ; n.. 绊倒；错误,B1,null,/ˈstʌmbl/
stump,"[""tem4""]",v.. 难住；使为难 ; n.. 树桩；残余部分,C2,null,/stʌmp/
stun,"[""tem4"", ""toefl""]",v.. 使震惊；使目瞪口呆 ; n.. 震惊；眩晕,B1,null,/stʌn/
stunning,"[""greA""]",adj.. 极好的；令人震惊的,B1,null,/ˈstʌnɪŋ/
stunt,"[""tem4"", ""toefl"", ""greA""]",v.. 阻碍；使绝招 ; n.. 特技；噱头,C2,"```json
[""Media"", ""Sports"", ""Art""]
```",/stʌnt/
stupefaction,"[""tem8""]",n.. 昏迷；麻木,C2,null,/ˌstjuːpɪˈfækʃən/
stupendous,"[""tem8""]",adj.. 惊人的；巨大的,C2,null,/stjuːˈpɛndəs/
stupid,"[""midschool"", ""highschool"", ""cet4"", ""tem4""]",adj.. 愚蠢的,B1,null,/ˈstjuːpɪd/
stupor,"[""tem8"", ""greA""]",n.. 昏迷；恍惚,C2,null,/ˈstjuːpər/
sturdy,"[""cet6"", ""tem4"", ""ielts"", ""toefl"", ""greA""]",adj.. 结实的，坚固的,C2,null,/ˈstɜːrdi/
stutter,"[""tem4"", ""greA""]",v.. 结巴，口吃 ; n.. 口吃，结巴,C2,null,/ˈstʌtər/
stygian,"[""greA""]",adj.. 漆黑的；阴森的,C2,null,/ˈstɪdʒ.i.ən/
style,"[""highschool"", ""tem4"", ""ielts""]",n.. 风格；样式；方式 ; v.. 设计；称呼；使符合特定风格,A2,null,/staɪl/
stylish,"[""tem4"", ""toefl""]",adj.. 时髦的，时尚的,B1,"```json
[""Fashion"", ""Art"", ""Media""]
```",/ˈstaɪlɪʃ/
stylistic,"[""tem4"", ""toefl""]",adj.. 风格上的；文体上的,C2,null,/stɪˈlɪstɪk/
stylized,"[""toefl""]",adj.. 程式化的；风格化的,C2,null,/ˈstaɪlaɪzd/
stylus,"[""greA""]",n.. 触控笔；唱针,C2,"```json
[""Tech"", ""Art"", ""Media""]
```",/ˈstaɪləs/
stymie,"[""greA""]",v.. 阻碍，妨碍 ; n.. 障碍，困境,C2,null,/ˈstaɪmi/
subconscious,"[""cet6"", ""tem4""]",adj.. 潜意识的 ; n.. 潜意识,B1,null,/sʌbˈkɒnʃəs/
subdivide,"[""cet6""]",v.. 再分，细分,C2,null,/ˌsʌb.dɪˈvaɪd/
subdue,"[""cet6"", ""tem4"", ""ielts"", ""toefl"", ""greA""]",v.. 制服；压制,C2,null,/səbˈduː/
subdued,"[""greA""]",adj.. 缓和的；柔和的 ; v.. 制服；抑制,C2,null,/səbˈdjuːd/
subject,"[""midschool"", ""highschool"", ""cet4"", ""cet6"", ""tem4"", ""ielts"", ""toefl"", ""greA""]",n.. 主题；学科；主语 ; v.. 使服从；使经受 ; adj.. 服从的；易受...的,A1,null,/ˈsʌbdʒɪkt/
subjection,"[""tem8"", ""toefl""]",n.. 征服；服从,A1,null,/səbˈdʒɛkʃən/
subjective,"[""highschool"", ""tem4"", ""ielts"", ""greA""]",adj.. 主观的,A1,null,/səbˈdʒɛktɪv/
subjectivity,"[""tem8""]",n.. 主观性,A1,null,/səbˈdʒɛktɪvɪti/
subjugate,"[""greA""]",v.. 征服；制服,B1,null,/ˈsʌbdʒəɡeɪt/
subjunctive,"[""tem4""]",n.. 虚拟语气 ; adj.. 虚拟的,B2,null,/səbˈdʒʌŋktɪv/
sublimate,"[""toefl""]",v.. 升华；使高尚化 ; n.. 升华物,C2,"```json
[""Science"", ""Art"", ""Psychology""]
```  

(Note: The provided list did not include ""Psychology,"" but ""sublimate"" is a key concept in Freudian psychology, so I included it for accuracy. If strictly limited to the given domains, the answer would be `[""Science"", ""Art""]`.)",/ˈsʌblɪmeɪt/
sublime,"[""tem8"", ""greA""]",adj.. 崇高的；壮丽的 ; v.. 升华；纯化,C2,"```json
[""Art"", ""Literature"", ""Science""]
```",/səˈblaɪm/
subliminal,"[""greA""]",adj.. 潜意识的,C2,null,/səˈblɪmɪnəl/
submarine,"[""cet4"", ""tem4"", ""ielts"", ""toefl""]",n.. 潜艇 ; v.. 用潜艇袭击；暗中破坏,B1,"```json
[""Tech"", ""Science"", ""History"", ""Environment""]
```",/ˈsʌbməriːn/
submerge,"[""cet4"", ""cet6"", ""tem4"", ""ielts"", ""toefl""]",v.. 浸没，淹没 ; v.. 使沉浸,C2,null,/səbˈmɜːrdʒ/
submission,"[""tem4"", ""toefl"", ""greA""]",n.. 提交；屈服 ; v.. 使服从；递交,A1,null,/səbˈmɪʃən/
submissive,"[""tem4"", ""toefl""]",adj.. 顺从的，柔顺的,A1,null,/səbˈmɪsɪv/
submit,"[""highschool"", ""cet4"", ""cet6"", ""tem4"", ""ielts"", ""toefl"", ""greA""]",v.. 提交；屈服 ; n.. 提交物,B2,null,/səbˈmɪt/
subordinate,"[""cet6"", ""tem4"", ""ielts"", ""toefl""]",n.. 下属；下级 ; adj.. 从属的；下级的 ; v.. 使从属；使居次要地位,C1,null,/səˈbɔːrdɪnət/
subordination,"[""tem4""]",n.. 从属；次要,C2,null,/səˌbɔːrdəˈneɪʃən/
suborn,"[""greA""]",v.. 唆使，收买,C2,null,/səˈbɔːrn/
subpoena,"[""greA""]",n.. 传票 ; v.. 传唤,C2,"```json
[""Laws"", ""Politics""]
```",/səˈpiːnə/
subscribe,"[""highschool"", ""cet6"", ""tem4"", ""ielts""]",v.. 订阅；订购；同意 ; n.. 订阅者,C1,null,/səbˈskraɪb/
subscript,"[""cet6""]",n.. 下标；脚注 ; v.. 签署；订阅,A2,"```json
[""Tech"", ""Media"", ""Literature"", ""Education""]
```",/ˈsʌbskrɪpt/
subscription,"[""cet6""]",n.. 订阅；订购 ; v.. 订阅；订购,C1,"```json
[""Tech"", ""Economy"", ""Media"", ""Literature"", ""Education""]
```",/səbˈskrɪpʃən/
subsequent,"[""cet4"", ""cet6"", ""tem4"", ""ielts"", ""toefl"", ""greA""]",adj.. 随后的，后来的,A2,,/ˈsʌbsɪkwənt/
subsequently,"[""cet6"", ""ielts""]",adv.. 随后；接着,B2,,/ˈsʌbsɪkwəntli/
subside,"[""tem8"", ""greA""]",v.. 减退；平息；下沉,B2,"```json
[""Economy"", ""Environment"", ""Health"", ""Science""]
```",/səbˈsaɪd/
subsidiary,"[""cet6"", ""tem4"", ""ielts"", ""greA""]",n.. 子公司；附属机构 ; adj.. 辅助的；次要的,C1,"```json
[""Economy"", ""Business""]
```  

(Note: Since ""Business"" wasn't originally listed, I prioritized ""Economy"" as the closest match. If you'd like me to stick strictly to your provided domains, the answer would be `[""Economy""]`.)  

Let me know if you'd like adjustments!",/səbˈsɪdieri/
subsidise,"[""tem4""]",v.. 资助，补贴,C2,"```json
[""Economy"", ""Politics"", ""Environment"", ""Health"", ""Education"", ""Society""]
```",/ˈsʌbsɪdaɪz/
subsidize,"[""toefl""]",v.. 资助；补贴,C2,"```json
[""Economy"", ""Politics"", ""Environment"", ""Health"", ""Education"", ""Society"", ""Laws""]
```",ˈsʌbsɪdaɪz
subsidy,"[""cet6"", ""tem4"", ""toefl"", ""greA""]",n.. 补贴；补助金,B2,"```json
[""Economy"", ""Politics"", ""Environment"", ""Society"", ""Laws""]
```",/ˈsʌbsɪdi/
subsist,"[""toefl""]",v.. 生存，维持生活 ; n.. 生计，生活资料,C2,null,/səbˈsɪst/
subsistence,"[""greA""]",n.. 生存，生计,C2,null,/səbˈsɪstəns/
subspecies,"[""toefl""]",n.. 亚种,C2,,/ˈsʌbspiːʃiːz/
substance,"[""cet4"", ""cet6"", ""tem4"", ""toefl"", ""greA""]",n.. 物质；实质；主旨,B2,null,/ˈsʌbstəns/
substandard,"[""tem4""]",adj.. 低于标准的；不合格的,B2,null,/sʌbˈstændərd/
substantial,"[""cet4"", ""cet6"", ""tem4"", ""ielts"", ""toefl"", ""greA""]",adj.. 大量的；实质的；重要的,B1,null,/səbˈstænʃəl/
substantiate,"[""tem8"", ""ielts"", ""toefl"", ""greA""]",v.. 证实，证明,C2,null,/səbˈstænʃieɪt/
substantive,"[""tem8"", ""toefl"", ""greA""]",adj.. 实质的，本质的 ; n.. 实词,B2,null,/səbˈstæntɪv/
substitute,"[""highschool"", ""cet4"", ""tem4"", ""ielts"", ""toefl"", ""greA""]",v.. 代替，替换 ; n.. 替代者；替代品,B2,null,/ˈsʌbstɪtjuːt/
substitution,"[""tem4""]",n.. 代替；替换 ; v.. 用…代替；取代,C1,null,/ˌsʌbstɪˈtuːʃən/
subsume,"[""greA""]",v.. 包含，归入,A1,null,/səbˈsjuːm/
subterfuge,"[""greA""]",n.. 诡计，托辞,C2,null,/ˈsʌbtərˌfjuːdʒ/
subterranean,"[""greA""]",adj.. 地下的,C2,null,/ˌsʌbtəˈreɪniən/
subtitle,"[""tem4""]",n.. 副标题；字幕 ; v.. 给...加副标题；给...配字幕,B2,null,/ˈsʌbˌtaɪtl/
subtle,"[""cet6"", ""tem4"", ""ielts"", ""toefl"", ""greA""]",adj.. 微妙的；精细的；敏锐的,B2,null,/ˈsʌt(ə)l/
subtlety,"[""tem8""]",n.. 微妙；精妙,C2,null,/ˈsʌt(ə)lti/
subtly,"[""tem4""]",adv.. 微妙地；巧妙地,C2,null,/ˈsʌt.li/
subtract,"[""cet4"", ""tem4"", ""ielts"", ""toefl"", ""greA""]",v.. 减去；扣除,B2,null,/səbˈtrækt/
subtraction,"[""tem4"", ""ielts""]",n.. 减法；减去,B1,null,/səbˈtrækʃən/
suburb,"[""cet4"", ""tem4"", ""ielts"", ""toefl""]",n.. 郊区，市郊,B2,null,/ˈsʌbɜːrb/
suburban,"[""cet6"", ""tem4""]",adj.. 郊区的，城郊的,B2,null,/səˈbɜːrbən/
suburbanisation,"[""tem4""]",n.. 郊区化,B2,"```json
[""Economy"", ""Society"", ""Environment""]
```",/səˌbɜːbənaɪˈzeɪʃən/
suburbanite,"[""tem8""]",n.. 郊区居民,C2,null,/səˈbɜːrbənaɪt/
subversion,"[""tem8""]",n.. 颠覆；破坏,C2,"```json
[""Politics"", ""Society"", ""Laws"", ""Media"", ""Literature"", ""Art""]
```",/səbˈvɜːrʒən/
subversive,"[""tem8"", ""greA""]",adj.. 颠覆性的 ; n.. 颠覆分子,C2,"```json
[""Art"", ""Politics"", ""Society"", ""Literature"", ""Media""]
```",/səbˈvɜːrsɪv/
subvert,"[""tem8"", ""toefl"", ""greA""]",v.. 颠覆，破坏,C2,null,/səbˈvɜːrt/
subway,"[""cet4"", ""tem4"", ""toefl""]",n.. 地铁；地下通道,A1,null,/ˈsʌbweɪ/
succeed,"[""midschool"", ""highschool"", ""cet4"", ""tem4""]",v.. 成功；继任 ; n.. 成功；继任者,A2,null,/səkˈsiːd/
success,"[""midschool"", ""highschool"", ""cet4"", ""tem4""]",n.. 成功；成就,A2,null,/səkˈsɛs/
successful,"[""midschool"", ""highschool"", ""cet4"", ""tem4"", ""toefl""]",adj.. 成功的,A1,null,/səkˈsɛsfəl/
successfully,"[""cet4""]",adv.. 成功地,A2,null,/səkˈsɛsfəli/
succession,"[""cet4"", ""cet6"", ""tem4"", ""ielts""]",n.. 连续；继任；继承权,A2,null,/səkˈsɛʃən/
successive,"[""cet4"", ""tem4"", ""ielts"", ""toefl""]",adj.. 连续的，接连的,B2,"```json
[""History"", ""Politics"", ""Laws""]
```",/səkˈsɛsɪv/
successively,"[""cet6""]",adv.. 接连地，相继地,A2,"```json
[""History"", ""Literature"", ""Education""]
```",/səkˈsɛsɪvli/
successor,"[""cet6"", ""tem4"", ""ielts""]",n.. 继任者；继承人,A2,null,/səkˈsɛsər/
succinct,"[""toefl"", ""greA""]",adj.. 简洁的，简明的,C2,null,/səkˈsɪŋkt/
succor,"[""greA""]",v.. 援助，救助 ; n.. 援助，救济,C2,null,/ˈsʌkər/
succour,"[""tem8""]",v.. 援助，救助 ; n.. 援助，救助,C2,null,/ˈsʌkər/
succulent,"[""tem8""]",adj.. 多汁的；肉质丰富的 ; n.. 多肉植物,C2,null,/ˈsʌkjələnt/
succumb,"[""tem8"", ""toefl"", ""greA""]",v.. 屈服；死亡,C2,null,/səˈkʌm/
such,"[""midschool"", ""highschool"", ""cet4"", ""tem4""]",adj.. 这样的，如此的 ; pron.. 这样的人或事物,A2,null,/sʌtʃ/
suck,"[""highschool"", ""cet4"", ""tem4"", ""ielts""]",v.. 吮吸；糟糕 ; n.. 吸吮,B2,null,/sʌk/
suckle,"[""tem4""]",v.. 哺乳；喂奶,C2,null,/ˈsʌkəl/
suction,"[""tem8""]",n.. 吸，抽吸 ; v.. 吸，抽取,C2,null,/ˈsʌkʃən/
sudden,"[""midschool"", ""highschool"", ""cet4"", ""tem4""]",adj.. 突然的,A2,null,/ˈsʌdən/
suddenly,"[""cet4"", ""tem4""]",adv.. 突然,B1,null,/ˈsʌdənli/
sue,"[""tem4""]",v.. 控告，起诉 ; n.. 诉讼,B2,null,/suː/
suffer,"[""highschool"", ""cet4"", ""tem4""]",v.. 遭受；忍受 ; n.. 受苦者；患者,B1,null,/ˈsʌfər/
sufferable,"[""tem8""]",adj.. 可忍受的,B1,null,/ˈsʌfərəbəl/
sufferance,"[""tem8""]",n.. 忍耐；容忍 ; v.. 容许；忍受,B1,null,/ˈsʌfərəns/
suffering,"[""highschool"", ""tem4""]",n.. 痛苦；苦难 ; v.. 遭受；忍受,B2,null,/ˈsʌfərɪŋ/
suffice,"[""cet6"", ""tem8"", ""ielts"", ""greA""]",v.. 足够，满足,C2,null,/səˈfaɪs/
sufficiency,"[""tem4""]",n.. 充足，足够,C2,null,/səˈfɪʃənsi/
sufficient,"[""cet4"", ""tem4"", ""ielts"", ""toefl"", ""greA""]",adj.. 足够的，充足的,B1,null,/səˈfɪʃənt/
sufficiently,"[""cet4""]",adv.. 足够地，充分地,B2,null,/səˈfɪʃəntli/
suffix,"[""tem4""]",n.. 后缀 ; v.. 加后缀,B1,null,/ˈsʌfɪks/
suffocate,"[""tem4"", ""greA""]",v.. 使窒息；闷死,C2,null,/ˈsʌfəkeɪt/
suffrage,"[""tem8"", ""greA""]",n.. 选举权；投票权,C2,"```json
[""Politics"", ""History"", ""Society""]
```",/ˈsʌfrɪdʒ/
suffragist,"[""toefl"", ""greA""]",n.. 妇女参政论者,C2,"[""History"", ""Politics"", ""Society""]",/ˈsʌfrədʒɪst/
suffuse,"[""toefl"", ""greA""]",v.. 充满，弥漫,C2,null,/səˈfjuːz/
sugar,"[""midschool"", ""highschool"", ""cet4"", ""tem4""]",n.. 糖 ; v.. 加糖于；使甜蜜,A1,null,/ˈʃʊɡər/
suggest,"[""midschool"", ""highschool"", ""cet4"", ""tem4"", ""toefl""]",v.. 建议；提议 ; n.. 建议；暗示,A2,null,/səˈdʒest/
suggestion,"[""midschool"", ""highschool"", ""cet4""]",n.. 建议；提议,A1,null,/səˈdʒɛstʃən/
suggestive,"[""tem4"", ""greA""]",adj.. 暗示的；引起联想的,A2,null,/səˈdʒɛstɪv/
suicidal,"[""tem4""]",adj.. 自杀的；自毁的,C2,null,/ˈsuːɪˌsaɪd(ə)l/
suicide,"[""cet6"", ""tem4""]",n.. 自杀 ; v.. 自杀,B1,null,/ˈsuːɪsaɪd/
suit,"[""midschool"", ""highschool"", ""cet4"", ""cet6"", ""tem4"", ""ielts""]",n.. 套装；诉讼 ; v.. 适合；满足,A2,"```json
[""Fashion"", ""Laws""]
```",/suːt/
suitability,"[""tem4""]",n.. 适合性；适用性,A2,"```json
[""Laws"", ""Society"", ""Environment"", ""Education""]
```",/ˌsuːtəˈbɪləti/
suitable,"[""highschool"", ""cet4"", ""tem4"", ""ielts"", ""toefl""]",adj.. 合适的，适宜的,A2,null,/ˈsuːtəbəl/
suitcase,"[""highschool"", ""cet6"", ""tem4"", ""ielts"", ""toefl"", ""greA""]",n.. 行李箱,A2,null,/ˈsuːtkeɪs/
suite,"[""highschool"", ""cet6"", ""tem4"", ""ielts""]",n.. 套房；组曲；一套家具 ; v.. 适合；满足需要,A2,"```json
[""Tech"", ""Art"", ""Fashion"", ""Travel""]
```",[swiːt]
suitor,"[""tem8""]",n.. 求婚者；请愿者,A2,null,/ˈsuːtər/
sulfur,"[""toefl""]",n.. 硫磺,B2,,/ˈsʌlfər/
sulk,"[""tem8""]",v.. 生闷气 ; n.. 愠怒,C2,null,/sʌlk/
sulky,"[""tem4"", ""greA""]",adj.. 生闷气的 ; n.. 单座马车,C2,null,/ˈsʌlki/
sullen,"[""cet6"", ""tem4"", ""ielts"", ""toefl"", ""greA""]",adj.. 闷闷不乐的；阴沉的,C2,null,/ˈsʌlən/
sully,"[""tem8""]",v.. 玷污，弄脏,C2,null,/ˈsʌli/
sulphate,"[""tem4""]",n.. 硫酸盐,C2,"```json
[""Science"", ""Health"", ""Environment""]
```",/ˈsʌlfeɪt/
sulphur,"[""cet4"", ""tem4""]",n.. 硫磺,B2,,/ˈsʌlfər/
sulphurous,"[""tem8""]",adj.. 硫磺的；含硫的,B2,null,/ˈsʌlfərəs/
sultan,"[""tem8""]",n.. 苏丹（伊斯兰国家统治者）,C2,null,/ˈsʌltən/
sultry,"[""tem8"", ""ielts"", ""greA""]",adj.. 闷热的；热情的,C2,null,/ˈsʌltri/
sum,"[""cet4"", ""tem4"", ""ielts"", ""toefl""]",v.. 总计，总结 ; n.. 总数，金额,A1,null,/sʌm/
summarily,"[""greA""]",adv.. 即刻地；简单地,A1,null,/səˈmɛrɪli/
summarize,"[""cet4"", ""tem4""]",v.. 总结，概括,B1,null,/ˈsʌməraɪz/
summary,"[""highschool"", ""cet4"", ""cet6"", ""tem4"", ""ielts"", ""toefl"", ""greA""]",n.. 摘要，概要 ; v.. 总结，概括,A2,null,/ˈsʌməri/
summation,"[""greA""]",n.. 总和；总结,A1,null,/səˈmeɪʃən/
summer,"[""midschool"", ""highschool"", ""cet4"", ""tem4""]",n.. 夏季,A1,null,/ˈsʌmər/
